Sentence #	Word	POS	Tag
	no	ADP	O
	patamar	NOUN	O
	ainda	ADV	O
	abaixo	ADV	O
	dos	ADP	O
	defeitos	NOUN	O
	que	PRON	O
	poderiam	VERB	O
	ser	AUX	O
	relevados	VERB	O
	devidos	VERB	O
	a	ADP	O
	bloqueios	NOUN	O
	de	ADP	O
	funções	NOUN	B-asp
	como	ADP	O
	instalação	NOUN	O
	de	ADP	O
	aplicativos	NOUN	O
	via	NOUN	O
	Bluetooth	PROPN	O
	e	CCONJ	O
	bloqueios	NOUN	O
	da	ADP	O
	operadora	NOUN	O
	VIVO	PROPN	O
	.	PUNCT	O
Sentence: 186	Aplicativo	NOUN	O
	de	ADP	O
	sincronia	NOUN	B-asp
	de	ADP	I-asp
	dados	NOUN	I-asp
	sobre	ADP	O
	de	ADP	O
	falta	NOUN	B-asp
	de	ADP	I-asp
	compatibilidade	NOUN	I-asp
	em	ADP	O
	inúmeros	ADJ	O
	sistemas	NOUN	O
	e	CCONJ	O
	passa	VERB	O
	a	SCONJ	O
	ser	AUX	O
	apenas	ADV	O
	um	NUM	O
	item	NOUN	O
	decorativo	ADJ	O
	da	ADP	O
	página	NOUN	O
	da	ADP	O
	web	NOUN	O
	do	ADP	O
	produto	NOUN	B-asp
	.	PUNCT	O
Sentence: 187	 	SPACE	O
	O	PRON	O
	que	PRON	O
	gostei	VERB	O
	:	PUNCT	O
	bonito	ADJ	O
	e	CCONJ	O
	botões	NOUN	O
	físicos	ADJ	O
	de	ADP	O
	ótima	ADJ	O
	qualidade	NOUN	O
	.	PUNCT	O
Sentence: 188	 	SPACE	O
	O	PRON	O
	que	PRON	O
	não	ADV	O
	gostei	VERB	O
	:	PUNCT	O
	Péssimo	ADJ	O
	tempo	NOUN	B-asp
	de	ADP	I-asp
	resposta	NOUN	I-asp
	nos	ADP	O
	botões	NOUN	B-asp
	de	ADP	I-asp
	toque	NOUN	I-asp
	.	PUNCT	O
Sentence: 189	Bloqueio	NOUN	O
	desnecessário	ADJ	O
	de	ADP	O
	envio	NOUN	O
	de	ADP	O
	applicativos	NOUN	O
	via	NOUN	O
	Bluetooth	PROPN	O
	.	PUNCT	O
Sentence: 190	Falta	VERB	O
	de	ADP	O
	conexão	NOUN	B-asp
	padrão	NOUN	O
	USB	PROPN	O
	/	PUNCT	O
	microUSB	NOUN	O
	para	ADP	O
	dados	NOUN	O
	/	PUNCT	O
	carregamento	NOUN	O
	.	PUNCT	O
Sentence: 191	Sem	ADP	O
	expansão	NOUN	O
	de	ADP	O
	memória	NOUN	B-asp
	.	PUNCT	O
Sentence: 192	A	DET	O
	bateria	NOUN	B-asp
	está	AUX	O
	com	ADP	O
	defeito	NOUN	O
	.	PUNCT	O
Sentence: 193	Não	ADV	O
	dura	VERB	O
	nem	CCONJ	O
	30	NUM	O
	horas	NOUN	O
	,	PUNCT	O
	usando	VERB	O
	pouco	PRON	O
	.	PUNCT	O
Sentence: 194	Ficou	VERB	O
	uma	NUM	O
	semana	NOUN	O
	na	ADP	O
	autorizada	VERB	O
	e	CCONJ	O
	voltou	VERB	O
	do	ADP	O
	mesmo	ADJ	O
	jeito	NOUN	O
	.	PUNCT	O
Sentence: 195	Estou	AUX	O
	completamente	ADV	O
	insatisfeita	ADJ	O
	.	PUNCT	O
Sentence: 196	 	SPACE	O
	O	PRON	O
	que	PRON	O
	gostei	VERB	O
	:	PUNCT	O
	Bonito	PROPN	O
	,	PUNCT	O
	mas	CCONJ	O
	não	ADV	O
	posso	VERB	O
	usar	VERB	O
	os	DET	O
	recursos	NOUN	B-asp
	por	ADP	O
	causa	NOUN	O
	da	ADP	O
	bateria	NOUN	B-asp
	...	PUNCT	O
Sentence: 197	 	SPACE	O
	O	PRON	O
	que	PRON	O
	não	ADV	O
	gostei	VERB	O
	:	PUNCT	O
	Bateria	NOUN	O
	acaba	VERB	O
	quando	SCONJ	O
	eu	PRON	O
	mais	ADV	O
	preciso	ADJ	O
Sentence: 198	dual	ADJ	B-asp
	chip	NOUN	I-asp
	,	PUNCT	O
	nao	ADV	O
	precisa	VERB	O
	tirar	VERB	O
	a	DET	O
	bateria	NOUN	B-asp
	pra	SCONJ	O
	colocar	VERB	O
	o	DET	O
	segundo	ADJ	O
	chip(pratico	PROPN	O
	)	PUNCT	O
	,	PUNCT	O
	bateria	NOUN	B-asp
	duravel	ADJ	O
	com	ADP	O
	1	NUM	O
	chip	NOUN	O
	em	ADP	O
	funcionamento	NOUN	O
	...	PUNCT	O
Sentence: 199	com	ADP	O
	2	NUM	O
	cai	VERB	O
	drasticamente	ADV	O
	o	DET	O
	tempo	NOUN	O
	de	ADP	O
	dura\xc3\x87ao	PROPN	O
	.	PUNCT	O
	..	PUNCT	O
Sentence: 200	celular	NOUN	B-asp
	muito	ADV	O
	bonito	ADJ	O
	mas	CCONJ	O
	com	ADP	O
	muitas	DET	O
	pisadas	NOUN	O
	na	ADP	O
	bola	NOUN	O
	da	ADP	O
	nokia	PROPN	B-asp
	.	PUNCT	O
Sentence: 201	leia	VERB	O
	as	DET	O
	negativas	ADJ	O
	...	PUNCT	O
Sentence: 202	o	DET	O
	pior	ADJ	O
	\xc3\x89	NOUN	O
	a	DET	O
	tela	NOUN	O
	por	ADP	O
	toque	NOUN	O
	....	PUNCT	O
	um	DET	O
	lixo.decepcionante	NOUN	O
	.	PUNCT	O
Sentence: 203	pouca	DET	O
	autonomia	NOUN	O
	da	ADP	O
	bateria	NOUN	B-asp
	com	ADP	O
	os	DET	O
	dois	NUM	O
	chips	NOUN	O
	em	ADP	O
	funcionamento	NOUN	O
	,	PUNCT	O
	som	NOUN	B-asp
	muito	ADV	O
	fraco	ADJ	O
	....	PUNCT	O
	chega	VERB	O
	a	SCONJ	O
	ser	AUX	O
	decepcionante	ADJ	O
	....	PUNCT	O
	pelo	ADP	O
	preço	NOUN	O
	devia	VERB	O
	ser	AUX	O
	mais	ADV	O
	completo	ADJ	O
	.	PUNCT	O
Sentence: 204	nao	PRON	O
	possui	VERB	O
	wi	PROPN	B-asp
	fi	PROPN	I-asp
	.	PUNCT	O
Sentence: 205	tela	NOUN	O
	touch	PROPN	B-asp
	screen	PROPN	I-asp
	de	ADP	O
	baixa	ADJ	O
	qualidade	NOUN	O
	....	PUNCT	O
	a	DET	O
	sensibilidade	NOUN	B-asp
	e	CCONJ	O
	horrivel	ADJ	O
	...	PUNCT	O
Sentence: 206	vc	PRON	O
	aperta	VERB	O
	o	DET	O
	dedo	NOUN	O
	e	CCONJ	O
	ela	PRON	O
	demora	VERB	O
	a	SCONJ	O
	responder	VERB	O
	.....	PUNCT	O
	lamentavel	ADJ	O
	.	PUNCT	O
Sentence: 207	camera	NOUN	B-asp
	sofrivel.devia	VERB	O
	ter	AUX	O
	esperado	VERB	O
	outras	DET	O
	pessoas	NOUN	O
	comprarem.fiz	ADJ	O
	um	DET	O
	mal	ADJ	O
	negocio	NOUN	O
	.	PUNCT	O
Sentence: 208	estou	AUX	O
	arrependido	ADJ	O
	da	ADP	O
	compra	NOUN	O
	.	PUNCT	O
Sentence: 209	esperava	VERB	O
	mais	ADV	O
	de	ADP	O
	um	DET	O
	nokia	PROPN	B-asp
	.	PUNCT	O
	'	PUNCT	O
	,	PUNCT	O
	''	NUM	O
	,	PUNCT	O
	'	PUNCT	O
Sentence: 210	o	PRON	O
	que	PRON	O
	gostei	VERB	O
	:	PUNCT	O
	dual	ADJ	B-asp
	chip	NOUN	I-asp
	,	PUNCT	O
	nao	ADV	O
	precisa	VERB	O
	tirar	VERB	O
	a	DET	O
	bateria	NOUN	B-asp
	pra	SCONJ	O
	colocar	VERB	O
	o	DET	O
	segundo	ADJ	O
	chip(pratico	PROPN	O
	)	PUNCT	O
	,	PUNCT	O
	bateria	NOUN	B-asp
	duravel	ADJ	O
	com	ADP	O
	1	NUM	O
	chip	NOUN	O
	em	ADP	O
	funcionamento	NOUN	O
	...	PUNCT	O
Sentence: 211	com	ADP	O
	2	NUM	O
	cai	VERB	O
	drasticamente	ADV	O
	o	DET	O
	tempo	NOUN	O
	de	ADP	O
	duração	NOUN	O
	.	PUNCT	O
	..	PUNCT	O
Sentence: 212	celular	NOUN	B-asp
	muito	ADV	O
	bonito	ADJ	O
	mas	CCONJ	O
	com	ADP	O
	muitas	DET	O
	pisdas	NOUN	O
	na	ADP	O
	bola	NOUN	O
	da	ADP	O
	nokia	PROPN	B-asp
	.	PUNCT	O
Sentence: 213	leia	VERB	O
	as	DET	O
	negativas	ADJ	O
	...	PUNCT	O
Sentence: 214	o	DET	O
	pior	ADJ	O
	\xc3\x89	NOUN	O
	a	DET	O
	tela	NOUN	O
	por	ADP	O
	toque	NOUN	O
	....	PUNCT	O
	um	DET	O
	lixo.decepcionante	NOUN	O
	.	PUNCT	O
	'	PUNCT	O
	,	PUNCT	O
	''	NUM	O
	,	PUNCT	O
	'	PUNCT	O
Sentence: 215	o	PRON	O
	que	PRON	O
	não	ADV	O
	gostei	VERB	O
	:	PUNCT	O
	pouca	DET	O
	autonomia	NOUN	O
	da	ADP	O
	bateria	NOUN	B-asp
	com	ADP	O
	os	DET	O
	dois	NUM	O
	chips	NOUN	O
	em	ADP	O
	funcionamento	NOUN	O
	,	PUNCT	O
	som	NOUN	B-asp
	muito	ADV	O
	fraco	ADJ	O
	....	PUNCT	O
	chega	VERB	O
	a	SCONJ	O
	ser	AUX	O
	decepcionante	ADJ	O
	....	PUNCT	O
	pelo	ADP	O
	preço	NOUN	O
	devia	VERB	O
	ser	AUX	O
	mais	ADV	O
	completo	ADJ	O
	.	PUNCT	O
Sentence: 216	nao	PRON	O
	possui	VERB	O
	wi	PROPN	B-asp
	fi	PROPN	I-asp
	.	PUNCT	O
Sentence: 217	tela	NOUN	O
	touch	PROPN	B-asp
	screen	PROPN	I-asp
	de	ADP	O
	baixa	ADJ	O
	qualidade	NOUN	O
	....	PUNCT	O
	a	DET	O
	sensibilidade	NOUN	B-asp
	e	CCONJ	O
	horrivel	ADJ	O
	...	PUNCT	O
Sentence: 218	vc	PRON	O
	aperta	VERB	O
	o	DET	O
	dedo	NOUN	O
	e	CCONJ	O
	ela	PRON	O
	demora	VERB	O
	a	SCONJ	O
	responder	VERB	O
	.....	PUNCT	O
	lamentavel	ADJ	O
	.	PUNCT	O
Sentence: 219	camera	NOUN	B-asp
	sofrivel.devia	VERB	O
	ter	AUX	O
	esperado	VERB	O
	outras	DET	O
	pessoas	NOUN	O
	comprarem.fiz	ADJ	O
	um	DET	O
	mal	ADJ	O
	negocio	NOUN	O
	.	PUNCT	O
Sentence: 220	estou	AUX	O
	arrependido	ADJ	O
	da	ADP	O
	compra	NOUN	O
	.	PUNCT	O
Sentence: 221	esperava	VERB	O
	mais	ADV	O
	de	ADP	O
	um	DET	O
	nokia	PROPN	B-asp
	.	PUNCT	O
Sentence: 222	Por	SCONJ	O
	ser	AUX	O
	uma	DET	O
	aparelho	NOUN	B-asp
	moderno	ADJ	B-asp
	de	ADP	O
	última	ADJ	O
	garação	NOUN	O
	,	PUNCT	O
	deixou	VERB	O
	a	SCONJ	O
	desejar	VERB	O
	em	ADP	O
	alguns	DET	O
	ítens	NOUN	O
	.	PUNCT	O
Sentence: 223	Quem	PRON	O
	compra	VERB	O
	um	DET	O
	celular	NOUN	B-asp
	nesse	ADP	O
	nível	NOUN	O
	é	VERB	O
	porque	SCONJ	O
	preza	VERB	O
	pela	ADP	O
	qualidade	NOUN	O
	e	CCONJ	O
	recursos	NOUN	O
	que	PRON	O
	ele	PRON	O
	oferece	VERB	O
	como	ADP	O
	uma	DET	O
	boa	ADJ	O
	câmera	NOUN	B-asp
	digital	ADJ	I-asp
	,	PUNCT	O
	mp3	PROPN	B-asp
	player	PROPN	I-asp
	,	PUNCT	O
	gravador	NOUN	B-asp
	de	ADP	I-asp
	voz	NOUN	I-asp
	e	CCONJ	O
	claro	ADV	O
	,	PUNCT	O
	um	DET	O
	excelente	ADJ	O
	telefone	NOUN	B-asp
	celular	ADJ	B-asp
	,	PUNCT	O
	mas	CCONJ	O
	a	DET	O
	LG	PROPN	O
	não	ADV	O
	se	PRON	O
	preocupou	VERB	O
	muito	ADV	O
	com	ADP	O
	detalhes	NOUN	O
	importantes	ADJ	O
	como	ADP	O
	a	DET	O
	qualidade	NOUN	B-asp
	de	ADP	I-asp
	audio	NOUN	I-asp
	(	PUNCT	O
	o	DET	O
	som	NOUN	O
	é	AUX	O
	fraquinho	ADJ	O
	e	CCONJ	O
	distorce	VERB	O
	)	PUNCT	O
	e	CCONJ	O
	no	ADP	O
	mínimo	NOUN	O
	uma	DET	O
	câmera	NOUN	O
	com	ADP	O
	zoom!Alem	PROPN	O
	disso	PROPN	O
	,	PUNCT	O
	não	ADV	O
	é	AUX	O
	quadri-band	SYM	B-asp
	,	PUNCT	O
	(	PUNCT	O
	o	DET	O
	vendedor	NOUN	O
	da	ADP	O
	loja	NOUN	O
	disse	VERB	O
	que	SCONJ	O
	era	AUX	O
	,	PUNCT	O
	só	ADV	O
	fiquei	VERB	O
	sabendo	VERB	O
	que	SCONJ	O
	não	ADV	O
	era	VERB	O
	depois	ADV	O
	que	SCONJ	O
	vi	VERB	O
	no	ADP	O
	site	NOUN	O
	da	ADP	O
	LG)o	VERB	O
	que	PRON	O
	me	PRON	O
	deixou	VERB	O
	mais	ADV	O
	decepcionado	VERB	O
	ainda	ADV	O
	!	PUNCT	O
Sentence: 224	Conclusão	NOUN	O
	:	PUNCT	O
	Estou	AUX	O
	insatisfeito	ADJ	O
	com	ADP	O
	o	DET	O
	aparelho	NOUN	B-asp
	,	PUNCT	O
	não	ADV	O
	gostei	VERB	O
	e	CCONJ	O
	não	ADV	O
	recomendo	VERB	O
	.	PUNCT	O
Sentence: 225	 	SPACE	O
	O	PRON	O
	que	PRON	O
	gostei	VERB	O
	:	PUNCT	O
	Design	NOUN	O
	elegante	ADJ	O
	,	PUNCT	O
	moderno	ADJ	B-asp
	e	CCONJ	O
	prático	ADJ	B-asp
	 	SPACE	O
	O	PRON	O
	que	PRON	O
	não	ADV	O
	gostei	VERB	O
	:	PUNCT	O
	Câmera	NOUN	O
	não	ADV	O
	possui	VERB	O
	zoom	NOUN	B-asp
	,	PUNCT	O
	som	NOUN	O
	muito	ADV	O
	baixo	ADJ	O
	para	ADP	O
	toques	NOUN	B-asp
	mp3	PROPN	I-asp
	,	PUNCT	O
	alto	ADJ	B-asp
	falante	NOUN	I-asp
	ditorce	ADJ	O
	,	PUNCT	O
	qualidade	NOUN	O
	de	ADP	O
	sinal	NOUN	B-asp
	um	DET	O
	pouco	ADV	O
	fraca	ADJ	O
	,	PUNCT	O
	deveria	VERB	O
	ser	AUX	O
	quadri-band	PRON	B-asp
Sentence: 226	Este	DET	O
	celular	NOUN	B-asp
	ganha	VERB	O
	muito	ADV	O
	no	ADP	O
	aspecto	NOUN	O
	estetico	ADJ	B-asp
	,	PUNCT	O
	sua	DET	O
	discriçao	NOUN	O
	e	CCONJ	O
	leveza	NOUN	B-asp
	sao	AUX	O
	pontos	NOUN	O
	fortes	ADJ	O
	,	PUNCT	O
	mas	CCONJ	O
	eu	PRON	O
	gostaria	VERB	O
	de	SCONJ	O
	deixar	VERB	O
	bem	ADV	O
	registrado	VERB	O
	aqui	ADV	O
	que	SCONJ	O
	assim	ADV	O
	como	ADP	O
	TODOS	DET	O
	os	DET	O
	celulares	NOUN	O
	da	ADP	O
	MOTOROLA	PROPN	O
	,	PUNCT	O
	nao	PRON	O
	mais	ADV	O
	comprarei	VERB	O
	nenhum	DET	O
	produto	NOUN	B-asp
	pois	SCONJ	O
	a	DET	O
	autonomia	NOUN	O
	da	ADP	O
	bateria	NOUN	O
	e	CCONJ	O
	pessima	ADJ	O
	,	PUNCT	O
	eu	PRON	O
	,	PUNCT	O
	como	ADP	O
	medico	NOUN	O
	,	PUNCT	O
	ja	PROPN	O
	perdi	VERB	O
	inumeros	NOUN	O
	contatos	NOUN	O
	de	ADP	O
	pacientes	NOUN	O
	pois	SCONJ	O
	a	DET	O
	bateria	NOUN	O
	havia	AUX	O
	acabado	VERB	O
	,	PUNCT	O
	ja	PROPN	O
	deixei	VERB	O
	de	SCONJ	O
	atender	VERB	O
	a	ADP	O
	urgencias	NOUN	O
	pelo	ADP	O
	mesmo	ADJ	O
	problema	NOUN	O
	.	PUNCT	O
Sentence: 227	Gostaria	VERB	O
	que	SCONJ	O
	minha	DET	O
	opniao	NOUN	O
	fosse	AUX	O
	levada	VERB	O
	ao	ADP	O
	fabricante	NOUN	B-asp
	pois	SCONJ	O
	acho	VERB	O
	um	DET	O
	descaso	NOUN	O
	inumeras	ADJ	O
	pessoas	NOUN	O
	reclamaraem	ADJ	O
	dos	ADP	O
	celulares	NOUN	O
	e	CCONJ	O
	a	DET	O
	MOTOROLA	PROPN	O
	nao	ADV	O
	tomar	VERB	O
	nenhuma	DET	O
	providencia	NOUN	O
	!	PUNCT	O
	!	PUNCT	O
	!	PUNCT	O
Sentence: 228	 	SPACE	O
	O	PRON	O
	que	PRON	O
	gostei	VERB	O
	:	PUNCT	O
	Facilidade	NOUN	O
	dos	ADP	O
	menus	NOUN	B-asp
	interativos	ADJ	O
	  	SPACE	O
	O	PRON	O
	que	PRON	O
	não	ADV	O
	gostei	VERB	O
	:	PUNCT	O
	Pequena	ADJ	O
	autonomia	NOUN	O
	da	ADP	O
	bateria	NOUN	O
Sentence: 229	A	DET	O
	bateria	NOUN	O
	do	ADP	O
	referido	VERB	O
	aparelho	NOUN	B-asp
	não	ADV	O
	chega	VERB	O
	nem	ADV	O
	perto	ADV	O
	de	ADP	O
	durar	VERB	O
	24hs	NUM	O
	.	PUNCT	O
Sentence: 230	O	DET	O
	menu	NOUN	B-asp
	do	ADP	O
	aparelho	NOUN	B-asp
	também	ADV	O
	é	AUX	O
	complexo	ADJ	O
	e	CCONJ	O
	nada	PRON	O
	intuitivo	ADJ	O
	.	PUNCT	O
Sentence: 231	O	DET	O
	pior	NOUN	O
	é	VERB	O
	que	SCONJ	O
	o	DET	O
	vendedor	NOUN	O
	oficial	ADJ	O
	da	ADP	O
	loja	NOUN	O
	TIM	PROPN	O
	me	PRON	O
	advertiu	VERB	O
	que	SCONJ	O
	a	DET	O
	bateria	NOUN	O
	do	ADP	O
	aparelho	NOUN	B-asp
	durava	VERB	O
	pouco	ADV	O
	,	PUNCT	O
	só	ADV	O
	que	SCONJ	O
	não	ADV	O
	imaginei	VERB	O
	que	SCONJ	O
	pudesse	VERB	O
	durar	VERB	O
	menos	ADV	O
	que	SCONJ	O
	um	DET	O
	expediente	NOUN	O
	completo	ADJ	O
	de	ADP	O
	trabalho	NOUN	O
	.	PUNCT	O
Sentence: 232	A	DET	O
	Siemens	PROPN	O
	deveria	VERB	O
	se	PRON	O
	envergonhar	VERB	O
	de	SCONJ	O
	colocar	VERB	O
	no	ADP	O
	mercado	NOUN	O
	um	DET	O
	produto	NOUN	B-asp
	de	ADP	O
	péssima	ADJ	O
	qualidade	NOUN	O
	como	ADP	O
	este	DET	O
	aparelho	NOUN	B-asp
	de	ADP	O
	celular	NOUN	B-asp
	"	PUNCT	O
	AF	PROPN	O
	51	PROPN	O
	"	PUNCT	O
	.	PUNCT	O
Sentence: 233	 	SPACE	O
	O	PRON	O
	que	PRON	O
	gostei	VERB	O
	:	PUNCT	O
	designe	NOUN	B-asp
	 	SPACE	O
	O	PRON	O
	que	PRON	O
	não	ADV	O
	gostei	VERB	O
	:	PUNCT	O
	Duração	NOUN	O
	da	ADP	O
	bateria	NOUN	O
	e	CCONJ	O
	menu	NOUN	B-asp
	nem	CCONJ	O
	um	DET	O
	pouco	ADV	O
	intuitivo	ADJ	O
	.	PUNCT	O
Sentence: 234	Telefone	NOUN	O
	moderno	ADJ	O
	com	ADP	O
	muitas	DET	O
	funções	NOUN	B-asp
	úteis	ADJ	O
	.	PUNCT	O
Sentence: 235	Mas	CCONJ	O
	ele	PRON	O
	tem	VERB	O
	uns	DET	O
	"	PUNCT	O
	detalhes	NOUN	O
	"	PUNCT	O
	que	PRON	O
	podem	VERB	O
	irritar	VERB	O
	ao	ADP	O
	longo	NOUN	O
	do	ADP	O
	tempo	NOUN	O
	:	PUNCT	O
	1	NUM	O
	)	PUNCT	O
	despertador	NOUN	B-asp
	não	ADV	O
	repete	VERB	O
	,	PUNCT	O
	vc	PRON	O
	tem	VERB	O
	sempre	ADV	O
	que	SCONJ	O
	programar	VERB	O
	....	PUNCT	O
	2	NUM	O
	)	PUNCT	O
	não	ADV	O
	tem	VERB	O
	wi-fi	PROPN	B-asp
	,	PUNCT	O
	o	PRON	O
	que	PRON	O
	hoje	ADV	O
	em	ADP	O
	dia	NOUN	O
	é	AUX	O
	um	DET	O
	atraso	NOUN	O
	;	PUNCT	O
	3	NUM	O
	)	PUNCT	O
	pra	SCONJ	O
	mandar	VERB	O
	um	DET	O
	torpedo	NOUN	O
	,	PUNCT	O
	não	ADV	O
	há	VERB	O
	uma	DET	O
	tecla	NOUN	B-asp
	direta	ADJ	O
	,	PUNCT	O
	sempre	ADV	O
	terá	AUX	O
	que	SCONJ	O
	passar	VERB	O
	por	ADP	O
	vários	DET	O
	passos	NOUN	O
	;	PUNCT	O
	4	NUM	O
	)	PUNCT	O
	e	CCONJ	O
	a	DET	O
	bateria	NOUN	B-asp
	é	AUX	O
	lastimável	ADJ	O
	,	PUNCT	O
	completamente	ADV	O
	incompatível	ADJ	O
	!	PUNCT	O
Sentence: 236	 	SPACE	O
	O	PRON	O
	que	PRON	O
	gostei	VERB	O
	:	PUNCT	O
	Tela	NOUN	O
	com	ADP	O
	ótima	ADJ	O
	definição	NOUN	O
	.	PUNCT	O
Sentence: 237	Nokia	PROPN	O
	PC	PROPN	O
	Suite	PROPN	O
	é	AUX	O
	um	DET	O
	ótimo	ADJ	O
	gerenciador	NOUN	O
	do	ADP	O
	telefone	NOUN	B-asp
	.	PUNCT	O
Sentence: 238	Boa	ADJ	O
	qualidade	NOUN	B-asp
	do	ADP	I-asp
	áudio	NOUN	I-asp
	.	PUNCT	O
Sentence: 239	 	SPACE	O
	O	PRON	O
	que	PRON	O
	não	ADV	O
	gostei	VERB	O
	:	PUNCT	O
	Péssima	ADJ	O
	bateria	NOUN	B-asp
	.	PUNCT	O
Sentence: 240	Um	DET	O
	lixo	NOUN	O
	!	PUNCT	O
Sentence: 241	Acostume-se	VERB	O
	a	SCONJ	O
	levar	VERB	O
	sempre	ADV	O
	o	DET	O
	carregador	NOUN	B-asp
	...	PUNCT	O
Sentence: 242	O	DET	O
	celular	NOUN	B-asp
	é	AUX	O
	muito	ADV	O
	bonito	ADJ	B-asp
	,	PUNCT	O
	mas	CCONJ	O
	tem	VERB	O
	recursos	NOUN	B-asp
	limitados	VERB	O
	,	PUNCT	O
	seu	DET	O
	processador	NOUN	B-asp
	dá	VERB	O
	a	DET	O
	impressão	NOUN	O
	de	SCONJ	O
	ser	AUX	O
	lento	ADJ	O
	e	CCONJ	O
	é	AUX	O
	fácil	ADJ	O
	de	SCONJ	O
	arranhar	VERB	O
	.	PUNCT	O
Sentence: 243	Uma	DET	O
	boa	ADJ	O
	compra	NOUN	O
	se	SCONJ	O
	o	DET	O
	preço	NOUN	B-asp
	estiver	AUX	O
	muito	ADV	O
	atrativo	ADJ	O
	,	PUNCT	O
	mas	CCONJ	O
	existem	VERB	O
	opções	NOUN	O
	melhores	ADJ	O
	pelo	ADP	O
	mesmo	ADJ	O
	preço	NOUN	B-asp
	.	PUNCT	O
Sentence: 244	Câmera	NOUN	O
	com	ADP	O
	qualidade	NOUN	O
	baixa	ADJ	O
	,	PUNCT	O
	apesar	ADV	O
	dos	DET	O
	2	NUM	O
	megapixels	NOUN	O
	.	PUNCT	O
Sentence: 245	 	SPACE	O
	O	PRON	O
	que	PRON	O
	gostei	VERB	O
	:	PUNCT	O
	Bonito	PROPN	O
	 	SPACE	O
	O	PRON	O
	que	PRON	O
	não	ADV	O
	gostei	VERB	O
	:	PUNCT	O
	Fácil	PROPN	O
	de	ADP	O
	Arranhar	PROPN	O
	,	PUNCT	O
	Vidro	PROPN	O
	do	ADP	O
	flip	PROPN	O
	pode	VERB	O
	quebrar	VERB	O
	facilmente	ADV	O
	em	ADP	O
	uma	DET	O
	queda	NOUN	O
	,	PUNCT	O
	Demora	VERB	O
	a	SCONJ	O
	responder	VERB	O
	aos	ADP	O
	comandos	NOUN	O
	do	ADP	O
	teclado	NOUN	B-asp
	,	PUNCT	O
	resolução	NOUN	O
	do	ADP	O
	visor	NOUN	B-asp
	interno	ADJ	O
	mais	ADV	O
	baixa	ADJ	O
	que	SCONJ	O
	o	PRON	O
	dos	ADP	O
	concorrentes	NOUN	O
	,	PUNCT	O
	Bateria	NOUN	O
	demora	VERB	O
	muito	ADV	O
	para	SCONJ	O
	carregar	VERB	O
	e	CCONJ	O
	descarrega	VERB	O
	rápido	ADV	O
	,	PUNCT	O
	Câmera	PROPN	O
	com	ADP	O
	qualidade	NOUN	O
	baixa	ADJ	O
	.	PUNCT	O
Sentence: 246	A	DET	O
	Nokia	PROPN	O
	podia	VERB	O
	ter	AUX	O
	caprichado	VERB	O
	um	DET	O
	poouco	NOUN	O
	mais	ADV	O
	no	ADP	O
	design	NOUN	B-asp
	desse	ADP	O
	celular	NOUN	O
	né	PUNCT	O
	?	PUNCT	O
Sentence: 247	Mas	CCONJ	O
	como	ADP	O
	todo	DET	O
	Nokia	PROPN	O
	,	PUNCT	O
	é	AUX	O
	bom	ADJ	O
	pra	ADP	O
	trabalho	NOUN	O
	pesado	VERB	O
	 	SPACE	O
	O	PRON	O
	que	PRON	O
	gostei	VERB	O
	:	PUNCT	O
	Robustez	PROPN	O
	 	SPACE	O
	O	PRON	O
	que	PRON	O
	não	ADV	O
	gostei	VERB	O
	:	PUNCT	O
	Design	NOUN	O
	e	CCONJ	O
	tela	NOUN	B-asp
Sentence: 248	Apesar	ADV	O
	de	ADP	O
	ser	AUX	O
	um	DET	O
	aparelho	NOUN	B-asp
	que	PRON	O
	considero	VERB	O
	dos	ADP	O
	mais	ADV	O
	bonitos	ADJ	O
	,	PUNCT	O
	com	ADP	O
	um	DET	O
	design	NOUN	B-asp
	cuidadoso	ADJ	O
	.	PUNCT	O
Sentence: 249	O	DET	O
	preço	NOUN	B-asp
	atualmente	ADV	O
	cobrado	VERB	O
	é	AUX	O
	exagerado	VERB	O
	e	CCONJ	O
	não	ADV	O
	corresponde	VERB	O
	aos	ADP	O
	recursos	NOUN	O
	que	PRON	O
	o	DET	O
	6100	NUM	O
	possui	VERB	O
	.	PUNCT	O
Sentence: 250	Pelo	ADP	O
	mesmo	ADJ	O
	preço	NOUN	B-asp
	há	VERB	O
	diversos	DET	O
	aparelho	NOUN	B-asp
	já	ADV	O
	com	ADP	O
	câmera	NOUN	O
	embutida	ADJ	O
	.	PUNCT	O
Sentence: 251	 	SPACE	O
	O	PRON	O
	que	PRON	O
	gostei	VERB	O
	:	PUNCT	O
	estilo	NOUN	B-asp
	,	PUNCT	O
	elegância	NOUN	B-asp
	,	PUNCT	O
	praticidade	NOUN	B-asp
	,	PUNCT	O
	tamanho	NOUN	B-asp
	 	SPACE	O
	O	PRON	O
	que	PRON	O
	não	ADV	O
	gostei	VERB	O
	:	PUNCT	O
	preço	NOUN	B-asp
	,	PUNCT	O
	falta	NOUN	O
	de	ADP	O
	recursos	NOUN	O
	mais	ADV	O
	modernos	ADJ	O
	.	PUNCT	O
Sentence: 252	Bom	ADJ	O
	aparelho	NOUN	B-asp
	quanto	ADP	O
	praticidade	NOUN	B-asp
	e	CCONJ	O
	beleza	NOUN	B-asp
	.	PUNCT	O
Sentence: 253	Fraco	NOUN	O
	com	ADP	O
	relação	NOUN	O
	ás	ADP	O
	facilidades	NOUN	O
